step 0, loss 0.8543756008148193
step 13752, loss 0.2024132383695671
step 13753, loss 0.1992510339168992
step 13754, loss 0.19650668029918847
step 13755, loss 0.19256697110773244
step 13756, loss 0.1924953849235873
step 13757, loss 0.1905968121695251
step 13758, loss 0.19064937222073056
step 13759, loss 0.1935410725003741
step 13760, loss 0.19203588756259637
step 13761, loss 0.1898639028579267
step 13762, loss 0.19103516417535593
step 13763, loss 0.19613889853172706
step 13764, loss 0.20172722637665158
step 13765, loss 0.20235562920581002
step 13766, loss 0.20972465217123062
step 13767, loss 0.21071219211825398
step 13768, loss 0.2046753013075173
step 13769, loss 0.2042414108461839
step 13770, loss 0.19293271239519438
step 13771, loss 0.184527090065959
step 13772, loss 0.18973241973514815
step 13773, loss 0.1855378678017449
step 13774, loss 0.18051245038869304
step 13775, loss 0.17314352966990165
step 13776, loss 0.17353329102080547
step 13777, loss 0.17524592465056316
step 13778, loss 0.16818576204085353
step 13779, loss 0.169154201274848
step 13780, loss 0.17924353271043542
step 13781, loss 0.18081976284965495
step 13782, loss 0.17698685506330092
step 13783, loss 0.19019978206765198
step 13784, loss 0.18157104368279767
step 13785, loss 0.185693270402584
step 13786, loss 0.17682622129091635
step 13787, loss 0.17390826124878836
step 13788, loss 0.1659708718562017
step 13789, loss 0.15892625750040026
step 13790, loss 0.15934875816942762
step 13791, loss 0.15915122965730588
step 13792, loss 0.16276868289492155
step 13793, loss 0.16881862377329135
step 13794, loss 0.15988701145532844
step 13795, loss 0.1627744635404627
step 13796, loss 0.1610077217633856
step 13797, loss 0.17046904224890463
step 13798, loss 0.170452816713494
step 13799, loss 0.1575709451842087
step 13800, loss 0.15250307422349849
step 13801, loss 0.15408457906368375
step 13802, loss 0.15756514750113784
step 13803, loss 0.16167801245025426
step 13804, loss 0.16059817931626705
step 13805, loss 0.16037179435707152
step 13806, loss 0.15872875814512688
step 13807, loss 0.1582858946759282
step 13808, loss 0.16099198938954876
step 13809, loss 0.16272816611721225
step 13810, loss 0.15860975655967688
step 13811, loss 0.16206133401144768
step 13812, loss 0.16474059107079408
step 13813, loss 0.16754370822466286
step 13814, loss 0.16379614973625725
step 13815, loss 0.16236716632152665
step 13816, loss 0.16342617384289268
step 13817, loss 0.16503853331531193
step 13818, loss 0.1705543911205987
step 13819, loss 0.16946957699184953
step 13820, loss 0.17047772429935937
step 13821, loss 0.17370197584527258
step 13822, loss 0.17315517732767036
step 13823, loss 0.17066148104609044
step 13824, loss 0.17231378122276955
step 13825, loss 0.16892476526594363
step 13826, loss 0.16578324867215338
step 13827, loss 0.17931074112290069
step 13828, loss 0.178682901349371
step 13829, loss 0.18424884637001634
step 13830, loss 0.19111825668636098
step 13831, loss 0.19051583686908902
step 13832, loss 0.18883979987598198
step 13833, loss 0.19041694108989898
step 13834, loss 0.18860094014716502
step 13835, loss 0.18311898646276317
step 13836, loss 0.1872123113648992
step 13837, loss 0.18205177617462587
step 13838, loss 0.1823104560291062
step 13839, loss 0.1943094855471215
step 13840, loss 0.1957858347228552
step 13841, loss 0.1999000081418203
step 13842, loss 0.19512926956995547
step 13843, loss 0.1914652116982718
step 13844, loss 0.19997602056460795
step 13845, loss 0.19843884126243488
step 13846, loss 0.19976008816865828
step 13847, loss 0.19875631079948916
step 13848, loss 0.1967382104326216
step 13849, loss 0.2016393292959566
step 13850, loss 0.19756560316825228
step 13851, loss 0.20268302224109458
step 13852, loss 0.20230929161932965
step 13853, loss 0.1974252918883583
step 13854, loss 0.20966248448411418
step 13855, loss 0.20739964606511407
step 13856, loss 0.20443699773086144
step 13857, loss 0.20254610642134876
step 13858, loss 0.19964717475479601
step 13859, loss 0.20373336954032564
step 13860, loss 0.21126294269962773
step 13861, loss 0.21067498148802222
step 13862, loss 0.20565477330675694
step 13863, loss 0.21145312177411593
step 13864, loss 0.2059663208181132
step 13865, loss 0.20299103604446075
step 13866, loss 0.2021352119447907
step 13867, loss 0.18886734251994972
step 13868, loss 0.20130651776330843
step 13869, loss 0.20406896547380546
step 13870, loss 0.20272483386907095
step 13871, loss 0.19930771104973358
step 13872, loss 0.19953637223674478
step 13873, loss 0.19748709113508722
step 13874, loss 0.19491433809200165
step 13875, loss 0.18683988788723266
step 13876, loss 0.1805230321496664
step 13877, loss 0.17896497774213002
step 13878, loss 0.18072609777530532
step 13879, loss 0.18263218559575528
step 13880, loss 0.17713419429438518
step 13881, loss 0.17992615847567206
step 13882, loss 0.17914899422627228
step 13883, loss 0.17783766299994175
step 13884, loss 0.18183821121315405
step 13885, loss 0.1793350176166914
step 13886, loss 0.17984088773889145
step 13887, loss 0.17493219389345768
step 13888, loss 0.1743915010734784
step 13889, loss 0.18676585816541796
step 13890, loss 0.1846301543402626
step 13891, loss 0.19159053453993385
step 13892, loss 0.19884973784558402
step 13893, loss 0.20292189735417748
step 13894, loss 0.20612385438303815
step 13895, loss 0.216954281029886
step 13896, loss 0.2260212243477577
step 13897, loss 0.23271657295942969
step 13898, loss 0.2404002541415751
step 13899, loss 0.2415384317141348
step 13900, loss 0.2488286463649488
step 13901, loss 0.252981043001838
step 13902, loss 0.2645229066677339
step 13903, loss 0.25357418494827577
step 13904, loss 0.24202443573540774
step 13905, loss 0.231670669439432
step 13906, loss 0.22242457424670187
step 13907, loss 0.22613487918737288
step 13908, loss 0.23599744689073643
step 13909, loss 0.23433563129550053
step 13910, loss 0.23433143958251923
step 13911, loss 0.23215455023766682
step 13912, loss 0.23526112027455381
step 13913, loss 0.2302473377062888
step 13914, loss 0.23067351349061826
step 13915, loss 0.223145969222779
step 13916, loss 0.21831464246880555
step 13917, loss 0.21473380901788067
step 13918, loss 0.2256371883604621
step 13919, loss 0.22966675532344238
step 13920, loss 0.2213718674106889
step 13921, loss 0.2051904471835637
step 13922, loss 0.20295602429996226
step 13923, loss 0.2133403153636184
step 13924, loss 0.21242854727072655
step 13925, loss 0.216172363454966
step 13926, loss 0.21162930973905467
step 13927, loss 0.20959090157036314
step 13928, loss 0.20892038312868175
step 13929, loss 0.20796113491638807
step 13930, loss 0.19145684306845942
step 13931, loss 0.19224566845618976
step 13932, loss 0.19273700083962048
step 13933, loss 0.19093081592623262
step 13934, loss 0.1854121631899822
step 13935, loss 0.18573075352782142
step 13936, loss 0.1905072374821377
step 13937, loss 0.18555791172510436
step 13938, loss 0.18854399615340875
step 13939, loss 0.19235802376699548
step 13940, loss 0.18961496667056174
step 13941, loss 0.1813931891261538
step 13942, loss 0.17051716035059095
step 13943, loss 0.16986593501673045
step 13944, loss 0.16384206396555218
step 13945, loss 0.1772501723368345
step 13946, loss 0.17384721544975443
step 13947, loss 0.17109912223453286
step 13948, loss 0.1704611011162546
step 13949, loss 0.17410281102196692
step 13950, loss 0.17594835281672763
step 13951, loss 0.17765087294849174
step 13952, loss 0.18976793654208557
step 13953, loss 0.18519344747762542
step 13954, loss 0.18732250619561072
step 13955, loss 0.19287343372670349
step 13956, loss 0.19075243219525398
step 13957, loss 0.19003713170997008
step 13958, loss 0.19601955896894668
step 13959, loss 0.1978712041939545
step 13960, loss 0.19517858711766434
step 13961, loss 0.1996746857871464
step 13962, loss 0.20193567275194982
step 13963, loss 0.21500013231505746
step 13964, loss 0.21461126767936167
step 13965, loss 0.21610329058774846
step 13966, loss 0.20871360010214335
step 13967, loss 0.20975498026288467
step 13968, loss 0.2087384313256465
step 13969, loss 0.19980523063936137
step 13970, loss 0.194797526963338
step 13971, loss 0.20174246236781904
step 13972, loss 0.20074431781560745
step 13973, loss 0.19845074282220512
step 13974, loss 0.18563417523620881
step 13975, loss 0.19104013976024115
step 13976, loss 0.1815005813828098
step 13977, loss 0.17696065677323825
step 13978, loss 0.1849727121572395
step 13979, loss 0.1899650622231394
step 13980, loss 0.18729829449855953
step 13981, loss 0.1983046352213949
step 13982, loss 0.19987672144290777
step 13983, loss 0.1937718725870577
step 13984, loss 0.18663141161237903
step 13985, loss 0.18050338503749444
step 13986, loss 0.1780644626352007
step 13987, loss 0.17935035117859974
step 13988, loss 0.18718627829905155
step 13989, loss 0.1912688097914082
step 13990, loss 0.19613014294743739
step 13991, loss 0.19555892319119156
step 13992, loss 0.2045975694415228
step 13993, loss 0.20110715204691199
step 13994, loss 0.20362125135256626
step 13995, loss 0.2069139119696061
step 13996, loss 0.20683732510013342
step 13997, loss 0.21221005213620925
step 13998, loss 0.20932246409978866
step 13999, loss 0.20274783518725395
step 14000, loss 0.20782370281350995
step 14001, loss 0.20374531965374099
step 14002, loss 0.19197489772068693
step 14003, loss 0.197747911100035
step 14004, loss 0.19825736589829185
step 14005, loss 0.2012326142871385
step 14006, loss 0.2003653396681552
step 14007, loss 0.200796830610836
step 14008, loss 0.20853625949299734
step 14009, loss 0.211208995128361
step 14010, loss 0.21255424107136214
step 14011, loss 0.20789926783760088
step 14012, loss 0.20601839604842392
step 14013, loss 0.20494174167097565
step 14014, loss 0.20184919570011756
step 14015, loss 0.21434750557651694
step 14016, loss 0.21659965426365058
step 14017, loss 0.2239757011291938
step 14018, loss 0.23715330630161377
step 14019, loss 0.23388606431738745
step 14020, loss 0.22965940197696877
step 14021, loss 0.2208456324969881
step 14022, loss 0.225496535965963
step 14023, loss 0.22333816331848244
step 14024, loss 0.22127428032956786
step 14025, loss 0.22130289564730765
step 14026, loss 0.21455657532991804
step 14027, loss 0.21374600426419232
step 14028, loss 0.21464770999011684
step 14029, loss 0.21234497099927624
step 14030, loss 0.20740195515583362
step 14031, loss 0.20666205200103288
step 14032, loss 0.21364486794961124
step 14033, loss 0.21676750553809968
step 14034, loss 0.21912985211458832
step 14035, loss 0.21556003092986672
step 14036, loss 0.20624303995903429
step 14037, loss 0.20928916644456474
step 14038, loss 0.20768183152141412
step 14039, loss 0.2068562315129838
step 14040, loss 0.21034711953016533
step 14041, loss 0.2183225097299732
step 14042, loss 0.21960518736014817
step 14043, loss 0.2202383635494416
step 14044, loss 0.2223804406571363
step 14045, loss 0.20768771206569447
step 14046, loss 0.20389057667760646
step 14047, loss 0.20243971620537576
step 14048, loss 0.2032158366549409
step 14049, loss 0.20174218938127725
step 14050, loss 0.18918134473600004
step 14051, loss 0.18503698738966598
step 14052, loss 0.19116264759797646
step 14053, loss 0.19654611956446286
step 14054, loss 0.19629035185011254
step 14055, loss 0.19579861572592283
step 14056, loss 0.19569665501602435
step 14057, loss 0.19812311807353444
step 14058, loss 0.19285700093876554
step 14059, loss 0.1884655568406394
step 14060, loss 0.18878466159749724
step 14061, loss 0.1896574253199878
step 14062, loss 0.1905813846908554
step 14063, loss 0.1836308390428911
step 14064, loss 0.1864537433263919
step 14065, loss 0.1904553251395161
step 14066, loss 0.19523255767788306
step 14067, loss 0.19414916553228334
step 14068, loss 0.19401557372327957
step 14069, loss 0.18916263246223014
step 14070, loss 0.18266111892775908
step 14071, loss 0.17890049322530222
step 14072, loss 0.17655298236684136
step 14073, loss 0.1824679743380201
step 14074, loss 0.18329314778424968
step 14075, loss 0.18857619962255062
step 14076, loss 0.18783719510877045
step 14077, loss 0.1888070956263892
step 14078, loss 0.1945960735136824
step 14079, loss 0.19116527570973849
step 14080, loss 0.19052476495824172
step 14081, loss 0.195388027819889
step 14082, loss 0.1992841158445751
step 14083, loss 0.20225617833162027
step 14084, loss 0.2007829700162233
step 14085, loss 0.19964904078098128
step 14086, loss 0.20379355092273943
step 14087, loss 0.20376664584362622
step 14088, loss 0.20104850249425277
step 14089, loss 0.19850161150338386
step 14090, loss 0.1970639837554884
step 14091, loss 0.1923370387648158
step 14092, loss 0.19231342612158772
step 14093, loss 0.1818620026569204
step 14094, loss 0.17965494487827746
step 14095, loss 0.17401968593131656
step 14096, loss 0.17488807131109674
step 14097, loss 0.17436541488103305
step 14098, loss 0.17282488230167836
step 14099, loss 0.17493261352150746
step 14100, loss 0.17608292807611026
step 14101, loss 0.1783953777802485
step 14102, loss 0.18462427155844846
step 14103, loss 0.18515843626862
step 14104, loss 0.17963808605377585
step 14105, loss 0.18728024806950727
step 14106, loss 0.19153902125097133
step 14107, loss 0.19244084082606572
step 14108, loss 0.18674652268794006
step 14109, loss 0.19658578476584102
step 14110, loss 0.19850542433210744
step 14111, loss 0.194056589488523
step 14112, loss 0.19209981031805587
step 14113, loss 0.20388885796895903
step 14114, loss 0.2053028192594464
step 14115, loss 0.20850757030917544
step 14116, loss 0.20547747553831344
step 14117, loss 0.20981089271407727
step 14118, loss 0.21198404130907123
step 14119, loss 0.2130228739759737
step 14120, loss 0.21287995533180953
step 14121, loss 0.21677596231728247
step 14122, loss 0.21172588193800554
step 14123, loss 0.21314566097605084
step 14124, loss 0.20990869041038623
step 14125, loss 0.20893001081722742
step 14126, loss 0.2058441775039831
step 14127, loss 0.19986145529115193
step 14128, loss 0.20328572094110245
step 14129, loss 0.20548900246322985
step 14130, loss 0.20141965698928388
step 14131, loss 0.1993799661254652
step 14132, loss 0.20175823908946822
step 14133, loss 0.2027407050898842
step 14134, loss 0.2096054787133192
step 14135, loss 0.2047337160731007
step 14136, loss 0.19716731454950417
step 14137, loss 0.19389468651433447
step 14138, loss 0.20968055625039034
step 14139, loss 0.20563051014492834
step 14140, loss 0.20481467612996632
step 14141, loss 0.2194501850165272
step 14142, loss 0.2269713187060366
step 14143, loss 0.22492259626164526
step 14144, loss 0.22455744789160334
step 14145, loss 0.2143496350596879
step 14146, loss 0.21117920066272028
step 14147, loss 0.2122447659255994
step 14148, loss 0.21343869146841163
step 14149, loss 0.22295046309057528
step 14150, loss 0.2192582976170509
step 14151, loss 0.22457650524510106
step 14152, loss 0.21859117497920835
step 14153, loss 0.21271813794898847
step 14154, loss 0.20809675501222485
step 14155, loss 0.20580243092568284
step 14156, loss 0.2074279340069732
step 14157, loss 0.213336174365393
step 14158, loss 0.21927705825255367
step 14159, loss 0.21982252527075458
step 14160, loss 0.2243623220515023
step 14161, loss 0.22442865821049546
step 14162, loss 0.22616189079576077
step 14163, loss 0.22363233885550507
step 14164, loss 0.22216090698287494
step 14165, loss 0.2179583785466457
step 14166, loss 0.21504417009938698
step 14167, loss 0.20926745040228018
step 14168, loss 0.20976357879945678
step 14169, loss 0.2058241923693631
step 14170, loss 0.19949441492949255
step 14171, loss 0.20064030146951373
step 14172, loss 0.2073328261645576
step 14173, loss 0.2103015600209183
step 14174, loss 0.22011028396172044
step 14175, loss 0.215660874549294
step 14176, loss 0.2187600384686093
step 14177, loss 0.21883454774621433
step 14178, loss 0.22099632789018728
step 14179, loss 0.21617135050287525
step 14180, loss 0.2180457783555151
step 14181, loss 0.2121071269644941
step 14182, loss 0.21795309041741298
step 14183, loss 0.21166335452916749
step 14184, loss 0.20713080682744855
step 14185, loss 0.21650049136629945
step 14186, loss 0.22397705060140413
step 14187, loss 0.222706524806286
step 14188, loss 0.22287101144528249
step 14189, loss 0.2283983671212422
step 14190, loss 0.22702263833977823
step 14191, loss 0.22367582060603539
step 14192, loss 0.21545669738389467
step 14193, loss 0.21039091918412522
step 14194, loss 0.20952628737876125
step 14195, loss 0.20711501854231334
step 14196, loss 0.20450923816177588
step 14197, loss 0.19957274772953995
step 14198, loss 0.1982076175054789
step 14199, loss 0.19389203253753906
step 14200, loss 0.1888510665002578
step 14201, loss 0.1959268999728364
step 14202, loss 0.19307531588966867
step 14203, loss 0.2014752925070693
step 14204, loss 0.20939865415983527
step 14205, loss 0.20820942854010877
step 14206, loss 0.20456272812298373
step 14207, loss 0.20344443725000116
step 14208, loss 0.19608679806992674
step 14209, loss 0.1928345819932693
step 14210, loss 0.18995532637439436
step 14211, loss 0.18786733519079327
step 14212, loss 0.19016948644258413
step 14213, loss 0.18992509517614098
step 14214, loss 0.18054635217974233
step 14215, loss 0.17415993563404364
step 14216, loss 0.17716360973182932
step 14217, loss 0.18999559778151168
step 14218, loss 0.18832875279942682
step 14219, loss 0.18652941723191319
step 14220, loss 0.1836922386842094
step 14221, loss 0.18261827703331013
step 14222, loss 0.18355767586243837
step 14223, loss 0.18503900162946604
step 14224, loss 0.18702907674823485
step 14225, loss 0.18325681966526164
step 14226, loss 0.1907350881276982
step 14227, loss 0.1930451315681747
step 14228, loss 0.1936626975572656
step 14229, loss 0.1932583118829027
step 14230, loss 0.1891257493513431
step 14231, loss 0.1799486662880426
step 14232, loss 0.1865219908299308
step 14233, loss 0.18747442996581742
step 14234, loss 0.1877611074097188
step 14235, loss 0.1824703285021095
step 14236, loss 0.1738658385505535
step 14237, loss 0.17546190950544993
step 14238, loss 0.18081459522192764
step 14239, loss 0.1924618552918293
step 14240, loss 0.20474329329684895
step 14241, loss 0.19969651315053275
step 14242, loss 0.19825122100210163
step 14243, loss 0.1966431722828386
step 14244, loss 0.19883052430647352
step 14245, loss 0.2155682974049247
step 14246, loss 0.2159199505736348
step 14247, loss 0.21183530298083278
step 14248, loss 0.21168839610108064
step 14249, loss 0.21255814143855864
step 14250, loss 0.20927137382781055
step 14251, loss 0.1998447462733586
step 14252, loss 0.195200893415451
step 14253, loss 0.1985576419235229
step 14254, loss 0.19220975353130335
step 14255, loss 0.18774506581254571
step 14256, loss 0.17899547412181888
step 14257, loss 0.1745007922725528
step 14258, loss 0.1685389823147639
step 14259, loss 0.16701233057042816
step 14260, loss 0.17203531564349703
step 14261, loss 0.1734320601917038
step 14262, loss 0.1850772095707115
step 14263, loss 0.18148510393384604
step 14264, loss 0.1759476459343747
step 14265, loss 0.1796264302420183
step 14266, loss 0.18011484757252608
step 14267, loss 0.18800898684729403
step 14268, loss 0.18967721873822152
step 14269, loss 0.19266746205957835
step 14270, loss 0.1974832424182186
step 14271, loss 0.19543098884747828
step 14272, loss 0.19561073164278037
step 14273, loss 0.19794600290179643
step 14274, loss 0.20181131585348006
step 14275, loss 0.1948669304601105
step 14276, loss 0.19864551873371766
step 14277, loss 0.1975200294080296
step 14278, loss 0.19450062828864922
step 14279, loss 0.1966151534104908
step 14280, loss 0.2014781777785329
step 14281, loss 0.21389574808413758
step 14282, loss 0.20747961851240673
step 14283, loss 0.2058069132472409
step 14284, loss 0.20205866301405428
step 14285, loss 0.21019358340812921
step 14286, loss 0.2067469841591704
step 14287, loss 0.20749478069116367
step 14288, loss 0.20152956718656145
step 14289, loss 0.2051178631882613
step 14290, loss 0.1966980428428124
step 14291, loss 0.19940131434178388
step 14292, loss 0.19214592005350623
step 14293, loss 0.1900143589872578
step 14294, loss 0.18455761965797476
step 14295, loss 0.18587369737046477
step 14296, loss 0.18310754463390277
step 14297, loss 0.18228837667687922
step 14298, loss 0.19851389067278077
step 14299, loss 0.20537392679070626
step 14300, loss 0.20945253714813467
step 14301, loss 0.21801419328058075
step 14302, loss 0.22689760569099465
step 14303, loss 0.22928925612596165
step 14304, loss 0.22272563659275316
step 14305, loss 0.21796070799045034
step 14306, loss 0.21144924400578977
step 14307, loss 0.21495149289069512
step 14308, loss 0.21445934105960673
step 14309, loss 0.20960507657272948
step 14310, loss 0.2097432213974893
step 14311, loss 0.20568982344444692
step 14312, loss 0.20661446227052302
step 14313, loss 0.20448269045429074
step 14314, loss 0.20277467604944088
step 14315, loss 0.19675867768945376
step 14316, loss 0.18074673872729016
step 14317, loss 0.17932163144534713
step 14318, loss 0.17709191708611743
step 14319, loss 0.17188492031854954
step 14320, loss 0.18645360122885615
step 14321, loss 0.18826924607842843
step 14322, loss 0.19301842462143018
step 14323, loss 0.19808825830627128
step 14324, loss 0.19078678023822884
step 14325, loss 0.1853282984972696
step 14326, loss 0.18421641619926993
step 14327, loss 0.18525433360272323
step 14328, loss 0.18521951423943347
step 14329, loss 0.18695491659814395
step 14330, loss 0.1896700838939036
step 14331, loss 0.1926632296802716
step 14332, loss 0.19542862073440403
step 14333, loss 0.18909933503740178
step 14334, loss 0.18932247462516857
step 14335, loss 0.2009963271258399
step 14336, loss 0.1947763109718077
step 14337, loss 0.20428189139196093
step 14338, loss 0.1983503565248443
step 14339, loss 0.20313181266694608
step 14340, loss 0.2025440345899106
step 14341, loss 0.19677451050542366
step 14342, loss 0.2026805293225876
step 14343, loss 0.20324361577602906
step 14344, loss 0.2130726688054742
step 14345, loss 0.22627715584166722
step 14346, loss 0.21739481970543753
step 14347, loss 0.2181214653093376
step 14348, loss 0.2170586701606594
step 14349, loss 0.2126357927657559
step 14350, loss 0.20719172281659198
step 14351, loss 0.20108907421800393
step 14352, loss 0.20212095380162803
step 14353, loss 0.1937291821867431
step 14354, loss 0.19292820999296348
step 14355, loss 0.19007791438047741
step 14356, loss 0.19703803680847276
step 14357, loss 0.19208125223973563
step 14358, loss 0.19444883272283528
step 14359, loss 0.19559107040077378
step 14360, loss 0.19284266961851654
step 14361, loss 0.19071049451743607
step 14362, loss 0.18816667461319309
step 14363, loss 0.18285689053467102
step 14364, loss 0.17707768199620713
step 14365, loss 0.17184507356087628
step 14366, loss 0.17489821767211197
step 14367, loss 0.17599186052739832
step 14368, loss 0.18242273554080915
step 14369, loss 0.17747262112683823
step 14370, loss 0.17086960741031262
step 14371, loss 0.18824699105156745
step 14372, loss 0.1932125799179073
step 14373, loss 0.20780100932598078
step 14374, loss 0.20435904125165907
step 14375, loss 0.1999254971127984
step 14376, loss 0.19559054220151398
step 14377, loss 0.1887260002890065
step 14378, loss 0.18702089098085475
step 14379, loss 0.1779138756423251
step 14380, loss 0.18864771240613368
step 14381, loss 0.1837341935663954
step 14382, loss 0.17932004194523712
step 14383, loss 0.17920305694102484
step 14384, loss 0.18198483763598716
step 14385, loss 0.18745428691920624
step 14386, loss 0.18850420746758867
step 14387, loss 0.19214692861040195
step 14388, loss 0.1949632926303127
step 14389, loss 0.1839765903518777
step 14390, loss 0.17855467025931307
step 14391, loss 0.18333727679695752
step 14392, loss 0.18123805876415433
step 14393, loss 0.18370765467740413
step 14394, loss 0.18546894657841906
step 14395, loss 0.180226103677436
step 14396, loss 0.18276065547533418
step 14397, loss 0.18254327439607013
step 14398, loss 0.19198602733022715
step 14399, loss 0.19358126339620424
step 14400, loss 0.19848107264017528
step 14401, loss 0.1919603180787754
step 14402, loss 0.1930574102909975
step 14403, loss 0.19209548446937913
step 14404, loss 0.18204517018858657
step 14405, loss 0.1914787547474867
step 14406, loss 0.19101958483628328
step 14407, loss 0.1925980017498603
step 14408, loss 0.19670628004510438
step 14409, loss 0.19459194385921272
step 14410, loss 0.19743937799854855
step 14411, loss 0.19386844083241028
step 14412, loss 0.19266408304486934
step 14413, loss 0.19186083334786533
step 14414, loss 0.19377655707093633
step 14415, loss 0.1931712233033111
step 14416, loss 0.1932811158603129
step 14417, loss 0.19599367538443482
step 14418, loss 0.19134686016456434
step 14419, loss 0.1969557490058197
step 14420, loss 0.19929915244347932
step 14421, loss 0.19442202515870705
step 14422, loss 0.18833000392440297
step 14423, loss 0.1840964758162797
step 14424, loss 0.18619823340461555
step 14425, loss 0.17698086917894396
step 14426, loss 0.18406670052257756
step 14427, loss 0.18155097149414642
step 14428, loss 0.18193737729730747
step 14429, loss 0.19066211340733658
step 14430, loss 0.18872460804499647
step 14431, loss 0.184349247057296
step 14432, loss 0.184147353386036
step 14433, loss 0.1787641707794232
step 14434, loss 0.1841166210534897
step 14435, loss 0.18317766270304262
step 14436, loss 0.18514042599139696
step 14437, loss 0.18013619783346135
step 14438, loss 0.181828705097654
step 14439, loss 0.17943871554024687
step 14440, loss 0.1841795909668893
step 14441, loss 0.18326005800955508
step 14442, loss 0.1848738771473737
step 14443, loss 0.18234157101470572
step 14444, loss 0.17481163846991965
step 14445, loss 0.1792805004794226
step 14446, loss 0.18277210670818322
step 14447, loss 0.17988128672340006
step 14448, loss 0.1808506343689426
step 14449, loss 0.18200867270769455
step 14450, loss 0.17850665803559226
step 14451, loss 0.1797978435975993
step 14452, loss 0.1808403973301665
step 14453, loss 0.18471488605622197
step 14454, loss 0.19580136463657388
step 14455, loss 0.1854704772736016
step 14456, loss 0.18257826912153213
step 14457, loss 0.18821842236293956
step 14458, loss 0.19529568639075998
step 14459, loss 0.18499435547002774
step 14460, loss 0.18226116057940087
step 14461, loss 0.18792332550920035
step 14462, loss 0.19041070944997954
step 14463, loss 0.19720791524887044
step 14464, loss 0.1907071314415928
step 14465, loss 0.19742471356644598
step 14466, loss 0.20446803014982673
step 14467, loss 0.20776093609490037
step 14468, loss 0.20162521696708835
step 14469, loss 0.21028102245887137
step 14470, loss 0.20882418281102194
step 14471, loss 0.2115654485785724
step 14472, loss 0.20704247391495956
step 14473, loss 0.20569785239941346
step 14474, loss 0.20441957684737266
step 14475, loss 0.20970668231590234
step 14476, loss 0.2030885517759053
step 14477, loss 0.20047582985427334
step 14478, loss 0.20001773507713994
step 14479, loss 0.19777288113224256
step 14480, loss 0.20023350483943
step 14481, loss 0.20623379260393063
step 14482, loss 0.20575600245677303
step 14483, loss 0.20641647171154204
step 14484, loss 0.21261535040594265
step 14485, loss 0.20679312305501515
step 14486, loss 0.2049645768718548
step 14487, loss 0.1998722064897383
step 14488, loss 0.20262939707085176
step 14489, loss 0.2026362565962495
step 14490, loss 0.19404799620580868
step 14491, loss 0.19179903161769088
step 14492, loss 0.19013580702762284
step 14493, loss 0.1852908345134897
step 14494, loss 0.1709070000414708
step 14495, loss 0.17365182876866986
step 14496, loss 0.17508184558405218
step 14497, loss 0.19059325438368682
step 14498, loss 0.1904301182773265
step 14499, loss 0.19889052537201818
step 14500, loss 0.19680791044639628
step 14501, loss 0.1965627069271244
step 14502, loss 0.19417106911509968
step 14503, loss 0.1905127001253045
step 14504, loss 0.19022226176684584
step 14505, loss 0.18622760631464855
step 14506, loss 0.17753494821032528
step 14507, loss 0.16928343214429
step 14508, loss 0.17108318869325442
step 14509, loss 0.16927526441859833
step 14510, loss 0.16670400393886237
step 14511, loss 0.16976143711402597
step 14512, loss 0.17512923443550987
step 14513, loss 0.19639551607580594
step 14514, loss 0.20324363977740656
step 14515, loss 0.20212171230641413
step 14516, loss 0.21256671625906892
step 14517, loss 0.2150602902042985
step 14518, loss 0.2154363958598483
step 14519, loss 0.22440604882490414
step 14520, loss 0.24091241821991005
step 14521, loss 0.23835316954863012
step 14522, loss 0.23131602399479095
step 14523, loss 0.229256043370939
step 14524, loss 0.22537094611201589
step 14525, loss 0.2204746403539828
step 14526, loss 0.21093681736987693
step 14527, loss 0.20386836186827895
step 14528, loss 0.19887535055680583
step 14529, loss 0.19787841838780204
step 14530, loss 0.2004980173902198
step 14531, loss 0.19377095644442596
step 14532, loss 0.1995709879228624
step 14533, loss 0.2013761439647513
step 14534, loss 0.2006504570299003
step 14535, loss 0.19816518886568668
step 14536, loss 0.1936714207859265
step 14537, loss 0.18798803142292148
step 14538, loss 0.1882842825494663
step 14539, loss 0.1882362273313811
step 14540, loss 0.1828576585928986
step 14541, loss 0.18191316824678092
step 14542, loss 0.18780666531494417
step 14543, loss 0.18521927244697056
step 14544, loss 0.17409271625191605
step 14545, loss 0.18270670140544149
step 14546, loss 0.18938950983965014
step 14547, loss 0.19183373261943712
step 14548, loss 0.19240385421623515
step 14549, loss 0.18517590131023282
step 14550, loss 0.18662276475720485
step 14551, loss 0.18326499559664322
step 14552, loss 0.1734359428124153
step 14553, loss 0.17472401244966898
step 14554, loss 0.1772000072913949
step 14555, loss 0.17369126783468583
step 14556, loss 0.17042745655767552
step 14557, loss 0.17247279291742235
step 14558, loss 0.17070723598056906
step 14559, loss 0.17464493982363233
step 14560, loss 0.18152471279235324
step 14561, loss 0.18902240003763116
step 14562, loss 0.19050596629636118
step 14563, loss 0.202252135947853
step 14564, loss 0.20347335154608756
step 14565, loss 0.20253381772156837
step 14566, loss 0.2035828007160093
step 14567, loss 0.2038526540605842
step 14568, loss 0.20349202057200244
step 14569, loss 0.2041893303437016
step 14570, loss 0.1978567615189834
step 14571, loss 0.19177336618650112
step 14572, loss 0.19366747550977606
step 14573, loss 0.19741413515341286
step 14574, loss 0.18944686819492582
step 14575, loss 0.18521208467524175
